date,price,per_chg_from_day_prior
2002-02-15,110.88999938964844,-0.01044081915434226
2002-02-19,108.76000213623047,-0.019208199703685844
2002-02-20,110.58999633789063,0.016825985341264928
2002-02-21,108.30000305175781,-0.020707056351969597
2002-02-22,109.63999938964844,0.012373003694655719
2002-02-25,111.44999694824219,0.016508551337739603
2002-02-26,111.22000122070313,-0.0020636674189042233
2002-02-27,111.6500015258789,0.003866213814568261
2002-02-28,111.1500015258789,-0.004478280279146319
2002-03-01,113.73999786376953,0.02330181108713345
2002-03-04,115.75,0.017671902356090424
2002-03-05,115.37999725341797,-0.003196568005028348
2002-03-06,116.75,0.011873832372980463
2002-03-07,116.5,-0.0021413276231263384
2002-03-08,116.98999786376953,0.004205990246948766
2002-03-11,117.23999786376953,0.0021369348197707947
2002-03-12,117.16999816894531,-5.970632557120733e-4
2002-03-13,116.04000091552734,-0.00964408356300088
2002-03-14,115.87999725341797,-0.0013788664326696404
2002-03-15,116.6500015258789,0.006644841997855895
2002-03-18,116.66999816894531,1.7142428465352378e-4
2002-03-19,117.44999694824219,0.006685512912817475
2002-03-20,115.23999786376953,-0.018816510360971383
2002-03-21,115.29000091552734,4.3390361579946743e-4
2002-03-22,115.04000091552734,-0.002168444774175813
2002-03-25,113.61000061035156,-0.012430461524646677
2002-03-26,114.2699966430664,0.005809312817261866
2002-03-27,114.56999969482422,0.002625387770815305
2002-03-28,114.5199966430664,-4.364410569172012e-4
2002-04-01,114.56999969482422,4.36631620883303e-4
2002-04-02,113.94000244140625,-0.005498797722755247
2002-04-03,113.13999938964844,-0.007021265882184045
2002-04-04,112.66999816894531,-0.004154156118425143
2002-04-05,112.69000244140625,1.7754746415227316e-4
2002-04-08,112.93000030517578,0.002129717442275497
2002-04-09,112.13999938964844,-0.006995492016226769
2002-04-10,113.41000366210938,0.011325167463646077
2002-04-11,110.58999633789063,-0.024865595918862695
2002-04-12,111.41999816894531,0.0075052161907913015
2002-04-15,110.56999969482422,-0.007628778388887131
2002-04-16,113.19999694824219,0.023785812251757462
2002-04-17,112.95999908447266,-0.002120122528618655
2002-04-18,112.47000122070313,-0.004337799820652493
2002-04-19,112.87999725341797,0.003645381241797061
2002-04-22,111,-0.01665483078633795
2002-04-23,110.5199966430664,-0.004324354566969313
2002-04-24,109.41000366210938,-0.010043367849004255
2002-04-25,109.47000122070313,5.48373609227181e-4
2002-04-26,107.38999938964844,-0.019000655959263063
2002-04-29,106.86000061035156,-0.004935271275808973
2002-04-30,107.86000061035156,0.0093580385016686
2002-05-01,109.18000030517578,0.012238083509685568
2002-05-02,108.76000213623047,-0.0038468416172499505
2002-05-03,107.58000183105469,-0.010849579643238126
2002-05-06,105.47000122070313,-0.01961331636399431
2002-05-07,105.0999984741211,-0.0035081325713439164
2002-05-08,109.01000213623047,0.03720269951356983
2002-05-09,107.75,-0.011558591978154778
2002-05-10,105.72000122070313,-0.018839895863544082
2002-05-13,107.87000274658203,0.02033675275306251
2002-05-14,110.22000122070313,0.021785467825025672
2002-05-15,109.79000091552734,-0.0039012910580063787
2002-05-16,110.36000061035156,0.005191726842800354
2002-05-17,110.9000015258789,0.00489308547064916
2002-05-20,109.69999694824219,-0.010820600190494077
2002-05-21,108.69999694824219,-0.009115770536181622
2002-05-22,108.94000244140625,0.0022079622806092792
2002-05-23,110.0999984741211,0.010648026498243852
